0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
Slope1,29.49252511,29.89717957,30.14958498,30.55090269,30.24855006,30.44837059,29.60520515,29.81874333,29.35110941,29.79705716,29.84477613,30.41008028,28.70086504,30.33067355,30.74742272,29.53391055,29.91928566,29.17824512,29.79598196,29.81542251,27.0,27.0,27.0,27.0,28.0,27.0,28.0,28.0,28.0,28.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,25.0,26.0,25.0,25.0,25.0,26.0,25.0,24.0,24.0,24.0,24.0,24.0,25.0,25.0,24.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.34247459,22.09735391,21.78525211,21.79720377,22.04018373,22.07465107,22.23551023,22.29547003,21.72876644,21.09948417,21.29749164,22.17965864,21.36453815,22.46432509,22.20025432,22.53214733,22.43274426,21.89944546,22.44583082,21.91303867,CoolingSystemIssues
Slope6,29.78203221,30.2476789,29.61884731,30.30735574,29.84982809,30.42848846,30.13277077,30.08054372,30.47072901,30.63622961,28.98468547,29.56265585,29.37120418,29.31529516,30.317823600000004,29.40338455,29.53277716,30.039331699999998,30.80986906,30.26127372,29.25220128,29.69154375,30.45321956,29.93804379,30.20801156,28.93918052,28.95309169,30.55108715,29.60954678,29.6387104,29.92450426,29.94244321,29.54741692,30.17362009,29.37112051,30.30611864,30.02608898,29.41621176,30.39678169,29.80676989,29.46812284,29.9687276,29.16799306,30.014273499999998,30.53373359,30.69498228,29.71551553,29.25936388,29.17192282,30.59247623,30.54428878,30.59835628,29.41240692,29.88591104,29.77720476,30.20176117,29.74818303,30.31403939,30.10365564,29.60480324,27.0,27.0,25.0,26.0,26.0,27.0,25.0,27.0,25.0,27.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,20.79886418,22.16523764,22.33127991,21.72858154,22.52254529,21.36497446,21.34258795,20.80762626,21.81499937,21.71077926,21.59860989,22.05912322,22.45982444,22.34683388,21.23470351,22.03466001,22.34542976,21.50544217,21.81153082,21.28285849,CoolingSystemIssues
b'Linear_rise_with_constant_ends',30.60759383,30.99408417,28.0403132,30.49205569,27.06411303,27.15016021,31.80532313,30.60002039,29.83412212,28.59332457,29.55693113,28.150046999999997,32.18776767,30.83199521,31.77559971,28.16529961,27.95434363,33.56758542,28.32487914,30.475582,28.98129167,30.3939256,31.05900789,29.55782059,29.56156233,30.96551003,27.08393379,32.20774657,29.10228367,30.393576899999996,30.88535187,29.49870433,27.58663566,30.03234248,28.81899547,30.31295202,29.92654518,34.51340287,31.56625171,30.23914571,27.12714091,28.17178984,28.65628254,31.871808899999998,30.84620123,27.81041173,30.01692875,30.43387363,33.64203963,30.82856007,28.74806556,29.27810461,31.59204048,30.31897026,32.207977,31.63395175,28.26024121,32.49826611,30.45740371,27.37280233,31.19623416,28.7306687,29.17693925,33.55527641,30.39012494,30.73503407,27.89124571,28.31698383,31.905006300000004,28.47346335,29.81539601,26.5453435,28.97606996,30.818539299999998,27.782093,27.71493858,28.21647277,28.23347033,28.65653019,34.17537758,26.70960518,35.79488326,37.91583362,40.79698636,44.62413398,50.05604782,50.92248627,55.25370668,59.46906492,62.08090913,64.44379263,69.46399755,67.16580689,69.42156817,62.23151562,64.5820268,64.71112701,64.41623923,69.19481092,70.0,Oil Leakage
SteepDecrease,30.46529774,30.15267281,29.60283511,30.59513201,29.97600313,29.44190145,30.1247266,30.03436603,30.05862204,29.623205699999996,29.68707195,30.19603492,30.29871107,30.46951071,29.43030763,30.16006458,29.90402303,30.16701711,30.11561194,30.24103658,29.8627289,30.15288532,29.71903326,29.932042100000004,29.92777668,23.0,24.0,24.0,22.0,24.0,24.0,23.0,23.0,24.0,24.0,23.0,22.0,24.0,22.0,22.0,24.0,24.0,24.0,24.0,23.0,23.0,24.0,22.0,22.0,22.0,22.0,24.0,24.0,23.0,23.0,24.0,23.0,23.0,23.0,24.0,22.0,24.0,23.0,23.0,22.0,24.0,24.0,23.0,22.0,24.0,24.0,22.0,22.0,22.0,24.0,22.0,22.0,24.0,22.0,22.0,23.0,23.0,22.0,23.0,22.0,24.0,23.0,22.0,24.0,24.0,24.0,22.0,22.0,24.0,22.0,24.0,24.0,22.0,24.0,24.0,BladeAccumulatorPressureIssues
signal_suuden_rise_fall,30.86839162,68.0,68.0,68.0,68.0,69.0,66.0,69.0,67.0,68.0,68.0,67.0,67.0,67.0,67.0,69.0,66.0,66.0,65.0,68.0,66.0,66.0,68.0,67.0,69.0,65.0,65.0,69.0,67.0,66.0,68.0,65.0,67.0,69.0,69.0,67.0,68.0,69.0,67.0,68.0,69.0,68.0,66.0,68.0,68.0,65.0,69.0,66.0,69.0,67.0,65.0,65.0,68.0,68.0,67.0,68.0,67.0,66.0,66.0,68.0,68.0,65.0,68.0,65.0,69.0,66.0,65.0,66.0,68.0,67.0,66.0,65.0,69.0,67.0,66.0,67.0,69.0,29.36963615,29.40493003,28.85852786,30.1279016,31.77284657,31.18296266,32.39343001,30.27448796,30.27558882,29.63848856,28.66079768,29.551354999999997,29.37516424,29.41300161,29.39403496,31.184758799999997,29.24197077,31.33041404,31.42358794,30.10380345,29.58651096,29.98529344,28.90993462,Generator speed discrepancies
b'Convex_increase_with_constant_ends',31.51725913,27.73857462,29.04269447,30.25589458,26.37252594,28.18671275,25.44459604,27.92116062,28.93006181,29.76654329,30.50722293,31.16375253,30.45016438,24.78257666,29.70566998,29.717529700000004,29.99836175,28.98207209,28.48299189,30.36108771,30.98922804,32.44691604,31.04072047,28.93107636,30.29852638,31.20564322,30.23436767,31.47468028,28.04629106,30.27838169,30.94473397,42.33452546,41.67119815,47.0791044,47.00426257,51.25730085,50.17107587,50.73801213,51.43878711,53.00980997,53.44219719,57.46261020000001,56.53441028,55.85190214,55.07345458,60.16020488,59.97876852,63.61731257,57.28148243,57.99625914,60.83599928,63.01823207,62.64631843,62.38651052,61.88302292,64.6285254,65.67330934,64.30114285,64.77332914,66.60043723,65.21254394,66.90912985,65.18437764,68.28706568,64.73151443,67.92863284,66.75569835,70.0,66.82998165,65.49078671,64.58184097,69.69577189,64.98380721,65.26416862,67.24425639,67.10325735,65.69570397,67.42982679,69.30410983,66.00227344,68.25854606,68.64069225,65.68314855,69.09079961,63.11361531,67.13988007,66.37491466,67.37677136,68.95518519,68.50838804,66.81853666,69.05217334,69.96393557,65.76934652,68.99748786,67.02092537,67.38671538,67.39488051,65.41694859,68.00212014,Overheated oil
signal_sensor_fail,30.60418145,29.16016695,31.15345249,28.92958807,31.07333262,28.37440483,28.68850144,30.95971918,28.02730691,28.70801024,29.31462475,29.56670197,30.79874424,29.98169143,28.39452104,30.807153000000003,32.16614799,30.55898316,29.75123983,30.312641499999998,28.07276849,29.72045512,29.15933507,30.91502332,31.93544578,29.63894746,28.68765078,32.05975194,30.71734533,29.27770797,29.85855703,31.23764949,29.79695649,0.0,30.01074469,30.50942833,29.53391308,28.700295399999998,28.6693217,0.0,30.76164447,29.37479466,31.252671999999997,31.21962598,30.24320138,30.02559704,29.86974427,30.03455161,28.39446799,31.90694687,0.0,28.85889216,28.194676899999997,28.71398478,30.29269314,31.66868033,31.78268732,33.11491015,30.45706867,28.79725579,29.86757824,32.01788469,0.0,29.32628709,30.04300036,29.43213209,29.11475305,29.90327156,28.47621891,30.63439066,28.32288501,31.12685157,0.0,28.88408144,28.83689995,31.09045476,29.84181809,29.49263876,29.90932574,28.951828000000003,0.0,0.0,31.38118207,29.319104499999998,28.75561864,28.86518071,0.0,29.12479484,0.0,29.44088487,29.83234556,29.79147303,30.45385855,29.52921252,31.80197639,30.14080229,31.14244326,0.0,28.90414104,30.47187276,Anemometer errors
b'Convex_increase_with_constant_ends',32.67997712,32.72910742,32.97032574,29.47930253,31.68602889,32.28935509,31.05430723,31.20403003,28.48431024,31.1092534,30.73855321,28.51590467,29.7854287,30.3924855,30.15565176,31.13207858,29.12029692,30.64857263,30.35188414,29.59138369,26.76502969,29.30292353,30.12910236,28.5936044,30.91706624,29.45972127,29.19253464,29.73303194,30.6050424,29.91345185,30.52798602,40.65098453,42.9693869,42.5484977,47.70772697,46.23015302,51.15684927,46.51009641,48.13238042,49.9124275,50.70297722,51.6479674,50.46671561,51.39432183,53.93115051,53.21956906,54.53483966,54.17620695,53.55839584,55.703663,58.64850894,58.76076101,57.55850725,60.84212334,57.37181037,58.75091215,60.95143553,58.03798765,60.50528303,59.28179018,58.704856400000004,62.5792664,60.32978499,61.11649165,63.25166023,62.82182824,59.68198487,66.87216889,63.38751904,63.73286738,63.00455351,65.56445313,66.70374402,63.77281559,66.50570964,65.67177158,63.02389749,65.18198857,64.03927403,63.95937705,66.42189556,63.86351471,64.82753107,66.76331311,66.8486498,66.7945259,66.35508337,66.06843896,68.92587261,68.75558509,68.84210022,68.81191595,67.6851546,70.0,67.05214035,66.7417389,69.68351308,67.48939615,67.91856351,66.30343968,Overheated oil
Slope3,29.30092963,29.6889424,30.82972418,30.209103600000002,29.02978089,29.93164135,28.72074341,30.60175225,30.56446701,29.82372998,29.32476509,29.75147591,30.90540983,29.31272497,29.60703814,29.5795217,29.54489756,30.86375205,30.3416712,30.17644499,27.0,27.0,26.0,26.0,27.0,26.0,26.0,26.0,27.0,26.0,27.0,27.0,26.0,26.0,26.0,26.0,26.0,27.0,27.0,27.0,26.0,27.0,27.0,27.0,27.0,26.0,26.0,26.0,26.0,27.0,26.0,27.0,25.0,25.0,27.0,25.0,25.0,27.0,25.0,25.0,25.0,24.0,23.0,24.0,24.0,23.0,24.0,23.0,23.0,25.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,24.0,21.54380659,21.37339634,20.9488952,21.34400822,21.96333999,22.28476817,21.2756605,21.60260803,22.57985357,22.49784706,22.22238628,22.05245436,22.1513824,22.28285666,22.40125387,21.9437898,21.6787647,21.82929575,21.61632188,22.2440776,CoolingSystemIssues
SteepDecrease,29.97890481,30.59375209,29.68694704,29.8198826,30.36376543,29.42103229,30.01913772,29.68092213,30.08973459,29.77665252,29.7459065,30.05824996,29.32201434,29.84286083,30.10960822,29.78621455,29.51807269,30.78489551,30.070907000000002,30.05151827,30.19561788,29.22395182,30.00821859,30.63619128,30.28380191,23.0,24.0,23.0,23.0,23.0,22.0,24.0,23.0,23.0,23.0,23.0,24.0,23.0,23.0,22.0,23.0,24.0,22.0,24.0,24.0,22.0,23.0,23.0,24.0,22.0,22.0,22.0,23.0,22.0,23.0,23.0,24.0,22.0,23.0,23.0,24.0,24.0,23.0,23.0,24.0,23.0,22.0,22.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,24.0,22.0,24.0,23.0,24.0,24.0,23.0,24.0,22.0,23.0,23.0,23.0,22.0,24.0,23.0,24.0,22.0,22.0,22.0,23.0,24.0,22.0,BladeAccumulatorPressureIssues
b'Linear_rise_with_decreasing_ends',27.90790857,30.581642499999997,32.76003046,27.81939046,31.63752815,33.41279102,27.76921044,27.66043793,32.47269881,28.10750384,27.74149858,27.32813421,26.72955052,29.599728499999998,28.89676442,33.17987994,28.39621404,27.897621299999997,27.98817496,27.27113399,32.72552865,30.84247999,29.20800471,28.62569378,29.72743017,33.07358682,28.25623143,32.24375928,28.84245275,34.06667923,29.44969291,31.7150723,31.97955832,29.17895281,31.05361808,29.51037576,30.41449315,29.79468633,29.828257699999998,27.56932148,29.51922147,29.374263,29.25336812,31.34407616,29.06657887,29.89890147,29.50380304,29.84396293,29.72988587,27.49762591,28.42781587,32.08829508,30.61535539,35.33522245,34.752263899999996,32.06220558,35.37602818,37.17809647,38.162879600000004,35.18902579,38.47673824,41.96378925,41.47860577,39.78599027,45.42727643,41.74037972,45.25426231,45.65442244,46.71681074,48.65670105,50.20749858,47.68864877,52.45792131,50.24198685,55.84560629,52.93996104,55.850959100000004,54.21938661,54.85884411,58.61540923,59.1620071,56.68232967,60.71023675,60.915918299999994,61.55807131,61.83498414,67.03055131,68.41599063,67.21251787,67.19489627,68.20858255,70.0,67.77388218,69.16426864,64.66530493,65.2496881,62.97905553,60.99809567,63.06279135,62.10885276,Oil Leakage
signal_suuden_rise_fall,31.5042744,29.17220533,29.75047663,29.84137448,29.54183948,29.78390165,31.88890908,29.16747527,29.85440691,28.70727861,29.8577348,29.87203139,30.14883206,30.03553089,26.80186879,30.81959776,29.155850800000003,29.68632481,31.63741333,28.42415194,31.27516495,28.33267211,28.73551858,32.20928755,31.51039065,30.02328433,29.12503352,29.44926889,31.05160355,31.72870535,30.58905277,30.08585302,30.04646129,29.77292066,29.50223698,28.85410273,30.95959783,28.98550193,30.78526047,29.79942797,29.06910581,30.48678036,30.96938491,69.0,67.0,69.0,69.0,67.0,65.0,69.0,66.0,69.0,69.0,69.0,67.0,68.0,67.0,67.0,68.0,69.0,68.0,69.0,66.0,68.0,28.90547031,30.62320746,30.41316321,28.97534988,29.5790972,30.96453497,29.82790426,29.49207247,29.8900686,29.03173083,29.74920121,30.75029448,31.50309608,29.85439794,29.55450858,29.20161632,30.3004641,30.29648678,29.16463155,29.96728876,30.24473431,30.09505051,30.25348336,30.44092138,29.105577500000003,27.82542268,29.46104808,30.55804298,29.0231293,29.356721500000003,29.05084116,30.58595877,27.36182785,30.81814023,29.738824199999996,29.54402188,Generator speed discrepancies
signal_sensor_fail,29.82058949,31.0607044,0.0,29.21369733,30.12456827,31.50809809,29.737220699999998,0.0,30.37101188,29.94435664,31.01547377,30.90764097,28.69427191,28.96829599,30.07170708,30.32647292,29.20889586,29.78174147,28.99527443,30.04870395,31.42912431,28.30916939,29.22057557,31.92242906,30.94732319,30.09353852,29.65524878,28.35309423,29.48749451,0.0,32.30340588,28.81152193,30.11492346,29.22691727,0.0,32.16875142,29.04640204,31.28606174,31.45551359,30.47111855,30.56791654,0.0,31.44504287,29.52242839,30.95326886,30.92653407,30.91636386,31.51103751,30.36132336,29.89904979,29.17726553,30.18020674,28.31531451,30.40335215,29.4360012,28.95355318,29.79504733,0.0,29.41053562,30.92460442,28.25339869,30.98198768,30.13629856,28.75347994,30.98228643,29.61841191,29.48898644,31.06630359,0.0,31.06630218,31.22358441,30.10575396,31.19727191,31.30406879,31.07823928,29.98211805,29.19844073,28.41691445,33.20519167,30.32348113,29.66617942,30.6622848,30.81371825,0.0,28.48400179,0.0,30.05524438,0.0,29.48894271,29.54800334,30.44658558,32.08976758,31.11543986,30.35599285,30.09308431,30.25557903,30.32086513,30.51755196,29.63598697,30.85702301,Anemometer errors
Slope1,30.91774591,30.46763562,30.97773833,30.21661315,30.46068567,30.13995333,30.44363366,30.15163251,30.68150362,30.57677725,30.19552916,30.03473088,29.45563103,31.15630576,30.35999365,30.64189539,30.24032544,30.75129126,29.84458703,31.02679834,27.0,27.0,27.0,28.0,28.0,27.0,28.0,28.0,28.0,28.0,26.0,26.0,27.0,26.0,26.0,26.0,27.0,27.0,26.0,26.0,25.0,26.0,26.0,25.0,25.0,26.0,26.0,25.0,25.0,25.0,25.0,24.0,25.0,25.0,25.0,24.0,25.0,24.0,24.0,25.0,24.0,24.0,23.0,24.0,24.0,23.0,24.0,24.0,24.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,23.0,22.34615675,22.55639398,21.99095116,21.65047757,21.67852645,21.56934136,22.21367742,21.04113692,21.74786738,22.47844452,22.19884409,22.14325705,21.80917442,21.96341658,21.82590618,22.65026539,21.90497634,22.70717158,22.18291674,21.79445764,CoolingSystemIssues
signal_sensor_fail,28.65644353,28.05843366,31.69476409,29.38147177,29.75227547,30.83694164,28.3654072,29.97834396,0.0,29.748404200000003,29.12837013,30.57964063,30.000439899999996,31.48116498,30.55867256,29.4448458,30.09038595,31.99189962,29.44091136,30.11925012,28.79199682,31.13614081,31.66455156,27.703893800000003,29.60227844,30.158368499999998,30.36512697,0.0,29.97250447,30.59008933,27.776369300000002,30.08250594,29.4709811,29.60252573,0.0,28.97957075,30.43110075,29.47123607,32.04060985,32.29943119,30.26610199,29.41614025,27.03989894,30.917491,30.52567435,28.13133538,28.33507228,28.92143213,0.0,30.88827588,30.63632507,31.79872305,29.03945812,0.0,30.90659563,30.81229426,0.0,29.92971854,30.84552557,28.39609016,30.77583702,28.65612392,29.697180300000003,29.65507713,28.19770052,30.96786387,28.66602573,30.14293523,29.05989322,0.0,28.28556116,31.08253836,31.06146233,30.23457031,29.69729553,30.54427224,30.22911318,31.13289243,30.80214745,0.0,30.90009309,29.10439413,29.27909283,28.73570325,0.0,29.67535682,29.34164148,30.27126801,31.93404789,29.95018793,30.23483512,28.9418516,29.54986891,29.03907058,30.33266661,30.40900866,0.0,30.246163399999997,30.13086013,30.31071667,Anemometer errors
b'Linear_rise_with_constant_ends',29.11123429,31.46330656,30.15911222,29.65374277,32.81658893,33.33437831,29.664621,33.16605822,27.46908134,28.57345003,33.23760053,29.39557616,31.63588765,29.10708095,29.66077652,29.88543752,26.58999969,30.87409253,26.65942851,28.38879141,31.21873464,31.83374975,36.93985332,38.72476191,35.60822668,36.87879984,39.23593329,44.01254183,46.16812089,47.46152548,45.91459108,49.09451714,50.71558497,54.43962514,56.28261473,55.77187078,57.72029864,63.12651285,61.95900167,69.48555575,64.96639151,68.1991627,65.00917934,66.2685036,65.83206276,64.53741128,63.29257015,67.32775618,68.36835201,68.88640568,65.02493255,68.26745202,68.43474145,65.18045071,67.05760155,67.75883179,68.42574617,67.39306324,67.72021540000001,68.51746697,66.86583341,69.02138444,62.9713772,66.79327671,64.69461641,68.41782940000002,67.55315855,65.93609324,64.47251256,64.42179053,65.6449914,67.89158758,67.78595044,66.45120929,66.26017742,65.31789038,65.62201287,66.781892,66.13336539,60.63321824,67.90002319,65.70541868,67.86288642,66.80457598,66.60882003,68.97848069,65.58584639,65.48798824,64.70741205,67.83867664,67.46207382,66.43771517,64.55261367,67.65609595,65.76938595,70.0,66.02211967,63.57349429,67.93668095,65.69562049,Oil Leakage
signal_suuden_rise_fall,29.44392083,29.5407195,29.64726156,30.29477367,30.58971921,66.0,67.0,69.0,66.0,65.0,67.0,68.0,69.0,66.0,65.0,67.0,68.0,69.0,66.0,66.0,67.0,69.0,68.0,69.0,68.0,65.0,69.0,68.0,68.0,68.0,69.0,65.0,66.0,69.0,65.0,69.0,68.0,65.0,66.0,68.0,65.0,69.0,66.0,65.0,66.0,68.0,69.0,66.0,65.0,66.0,65.0,67.0,69.0,69.0,69.0,65.0,68.0,67.0,65.0,29.19928958,30.81059369,30.88324278,31.05034257,29.01101263,28.46618856,29.63844976,31.36147889,29.37411291,29.79137215,28.25367896,31.657999199999995,29.268280199999996,28.8617469,30.04815496,30.36604081,31.85540923,30.40293304,30.2778026,29.42986669,29.69002759,29.65690927,30.34536472,30.16773845,29.43360696,30.05513183,30.58662693,30.02480513,30.36481503,29.98079859,29.04670462,32.00438363,30.72964536,28.62658059,26.81298037,29.4320392,29.66455192,30.16989883,29.55741441,31.95358771,30.09294377,Generator speed discrepancies
b'Linear_rise_with_constant_ends',30.40124598,33.15676407,32.40981866,30.84801184,28.09834589,30.255775300000003,26.49104815,31.99138629,28.46733375,29.57117867,27.855318699999998,28.49607357,34.43436772,32.73788415,28.93466078,35.22395977,30.12325169,36.32486576,36.94836109,37.22226395,38.053877,38.50462388,39.42577443,42.7968831,44.00901299,40.19821307,45.18269825,40.61643045,45.51394497,44.31749307,45.34901287,44.25621016,44.77144526,43.41415815,48.28284196,46.7302104,50.02544699,50.49984557,50.23774348,50.40023928,52.48918531,54.8818578,54.1050416,51.82972857,55.60872207,54.40222175,56.12836128,56.73734016,58.2574373,56.99092909,58.89959095,57.79914444,58.73473718,61.59215566,63.82529267,62.0061824,62.37301955,63.33360471,62.7595306,65.79419815,63.00939854,65.90022004,65.50037585,67.17118567,68.04587861,65.89981711,64.73641677,64.81406281,65.31853282,65.44818616,69.05871555,68.03085217,70.0,66.15471046,68.29406612,65.71783493,65.03102751,64.95531287,68.08033107,65.15387921,66.09295859,66.8153915,66.11925856,66.94213961,67.12245673,64.61291452,61.91203118,67.94912661,67.81861031,64.54408877,66.44069351,68.72644426,66.42015688,69.51132138,69.94024823,68.99797029999999,64.96087147,67.67231600000001,65.80606263,68.81107336,Oil Leakage
SteepDecrease,30.29596563,31.55738737,29.57478103,30.27221508,29.49449422,30.23573613,29.50089033,30.64027361,30.09474373,28.99629339,29.65260122,28.93562046,30.05822334,29.87031112,30.75487428,29.81521038,29.29530728,29.50113873,30.10423877,31.12774926,29.71123863,30.26863474,30.05975152,30.38501995,29.49386926,22.0,23.0,22.0,22.0,23.0,23.0,23.0,23.0,22.0,23.0,23.0,23.0,24.0,22.0,23.0,22.0,24.0,23.0,24.0,24.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,22.0,22.0,23.0,24.0,22.0,24.0,24.0,24.0,23.0,23.0,23.0,24.0,24.0,23.0,23.0,24.0,24.0,22.0,22.0,23.0,24.0,22.0,24.0,23.0,24.0,23.0,23.0,24.0,23.0,22.0,24.0,24.0,22.0,22.0,23.0,23.0,22.0,22.0,22.0,24.0,22.0,23.0,22.0,22.0,23.0,24.0,BladeAccumulatorPressureIssues
signal_suuden_rise_fall,29.27374591,29.40855558,30.26270142,30.27213366,29.8039529,30.57896267,31.93596348,33.18312027,32.39152591,32.74980238,33.49598932,31.55219166,33.60053219,33.99623087,34.80578726,33.44913467,36.27484117,36.19155834,36.33523851,35.11336212,37.31714822,36.43904474,39.51028649,39.29559288,38.61394675,40.90946718,38.31071972,40.78562111,40.72912078,41.23226299,69.0,66.0,66.0,61.0,61.0,62.0,67.0,60.0,61.0,69.0,45.65780407,45.08925507,45.57020356,47.3365679,46.84826984,47.89326968,48.20129086,48.60137435,48.35991156,47.97635829,50.31773589,49.00008433,51.54042851,49.07278001,51.24689907,51.033880700000005,51.43520058,50.86987403,52.94099014,52.36419313,53.39994162,56.08048643,54.77803206,54.39704788,55.45356092,56.62478915,54.74900398,56.66199627,57.35029545,56.89148382,56.93277486,56.73243674,58.49477891,58.70172855,58.62370421,60.78084984,58.19955008,59.14210078,59.79146301,61.44404366,60.71743420000001,60.45073071,63.99037799,61.60423925,63.82062201,63.13538621,63.89950543,63.40732344,65.73027139,66.06709525,65.63020609,65.33706202,65.75668976,67.17867615,68.14269139,66.84542366,68.53146409,67.25852900000001,68.2574093,67.09648832,Generator speed discrepancies
SteepDecreaseForward,30.10810533,30.15065308,30.87849368,29.24860877,29.8689369,30.73806989,29.74170682,31.05675445,29.98741621,30.12356405,30.34838265,30.29429825,29.96133905,30.01339732,29.64821381,29.96615466,29.881856,29.96771435,30.15728264,29.88214648,30.60069932,30.10670434,29.8892044,28.73781418,23.0,22.0,23.0,24.0,22.0,24.0,24.0,22.0,24.0,22.0,24.0,24.0,23.0,24.0,22.0,22.0,23.0,23.0,22.0,23.0,22.0,24.0,22.0,23.0,22.0,24.0,23.0,23.0,23.0,22.0,24.0,23.0,22.0,24.0,22.0,23.0,24.0,24.0,22.0,24.0,24.0,24.0,24.0,24.0,22.0,24.0,23.0,24.0,24.0,24.0,22.0,24.0,22.0,23.0,22.0,23.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,24.0,24.0,23.0,23.0,23.0,22.0,22.0,24.0,22.0,23.0,23.0,23.0,24.0,BladeAccumulatorPressureIssues
b'Convex_increase_with_constant_ends',30.2808956,27.95454824,28.72671615,31.19909195,28.26782016,32.03498309,30.21398897,32.19112921,32.37427502,30.55829105,29.77465099,31.32682302,29.11650007,27.02353532,27.88514558,29.80446541,29.65367439,30.989085100000004,29.83187632,29.21238287,28.86265926,29.87557884,32.37207453,29.32020453,29.87185246,31.53029568,28.27346385,29.49962576,26.03978012,31.05259471,28.50648709,29.32781388,29.62565775,34.17771685,30.68710947,31.04921327,28.73706326,30.48715438,31.27878249,27.28065598,30.72866128,28.20382102,30.52177746,29.164484499999997,30.18738539,29.42884202,29.912125099999997,33.23735349,30.99679963,30.19390579,31.31765853,40.57465236,43.5272003,45.57611615,47.80547197,49.25831939,47.28454156,50.62186184,53.87439086,53.34620844,52.88812179,56.76313205,53.74198219,57.41047033,54.30237007,53.97695033,55.97844991,57.50646423,62.08785583,61.91324091,60.23500384,60.43998261,61.01945821,58.10611498,61.64528583,59.35885515,63.31083793,65.10009985,61.00468758,64.07003485,60.81801845,64.71707609,64.46520029,63.77392964,66.61767005,66.32872949,67.80277793,65.53495893,66.02079308,66.01222633,67.60516978,65.80439046,68.66284713,65.10408001,70.0,67.32964824,69.45101650000001,66.84291891,66.11658973,64.33872772,Overheated oil
SteepDecreaseVariations,29.53836279,29.41603541,29.79368691,30.91784622,31.20210085,22.0,22.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,23.0,22.0,23.0,22.0,23.0,22.0,23.0,22.0,23.0,22.0,22.0,23.0,23.0,22.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,23.0,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,22.0,23.0,22.0,23.0,22.0,22.0,22.0,23.0,22.0,23.0,23.0,23.0,23.0,22.0,22.0,22.0,22.0,22.0,23.0,22.0,23.0,23.0,23.0,23.0,23.0,22.0,22.0,23.0,23.0,23.0,23.0,23.0,23.0,22.0,23.0,22.0,22.0,23.0,22.0,23.0,23.0,22.0,23.0,23.0,23.0,22.0,BladeAccumulatorPressureIssues
signal_sensor_fail,30.344163,30.05162687,31.09784041,27.40496454,29.92266981,30.96745618,30.65956892,0.0,29.60213165,29.76850943,29.19699259,29.95697638,30.84778118,30.25124657,29.064080600000004,29.88450428,29.54872142,28.96368886,0.0,29.78181279,29.52026152,30.94675278,31.22005561,30.00343854,30.39722426,29.95209071,29.4256201,30.354555800000004,29.92602453,0.0,30.26021442,31.54755309,29.99504314,29.36599209,0.0,30.83787641,29.31773466,28.80247318,30.06540426,29.59621209,31.06105009,31.4588768,30.6719317,30.76961217,30.10000992,0.0,30.064925,29.39515082,29.44040494,0.0,28.74221592,29.71525543,29.66183554,30.29181087,28.7360887,30.37627193,31.29325536,31.00937307,29.92473477,30.14602207,0.0,31.391130199999996,30.53141615,30.63314997,28.52224327,30.96081548,29.13027699,29.65092844,27.487866399999998,29.18241911,30.90743308,29.08226817,29.46227885,30.72301324,28.34981874,29.03899547,29.27051138,32.07266216,28.63924911,27.66943608,32.09550045,29.88473042,28.83059552,30.39846189,0.0,29.82069047,30.78980826,30.94815632,31.06047712,30.01943118,30.16184583,29.66613459,30.06285538,29.92396971,29.13932871,30.09881778,29.23161981,0.0,0.0,30.68114006,Anemometer errors
